Total Nacional;Comunidades y Ciudades Autónomas;Sexo;Edad (grupos quinquenales);Tipo de dato;Periodo;Total
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM23;3.759
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM22;3.576
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM21;3.637
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM20;3.659
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM19;3.745
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM18;3.805
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM17;3.520
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM16;3.706
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM15;3.888
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM14;3.950
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM13;3.981
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM12;4.030
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM11;4.038
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM10;4.156
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM09;4.167
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM08;4.320
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM07;4.522
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM06;4.550
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM05;4.588
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM04;4.565
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM03;4.566
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM02;4.543
Total Nacional;;Hombres;Todas las edades;Dato base;2014SM01;4.641
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM52;4.280
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM51;4.287
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM50;4.137
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM49;4.249
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM48;4.167
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM47;3.865
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM46;3.688
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM45;3.785
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM44;3.604
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM43;3.642
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM42;3.663
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM41;3.412
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM40;3.634
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM39;3.633
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM38;3.348
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM37;3.388
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM36;3.425
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM35;3.350
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM34;3.425
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM33;3.402
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM32;3.450
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM31;3.541
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM30;3.523
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM29;3.584
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM28;3.937
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM27;3.729
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM26;3.585
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM25;3.481
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM24;3.785
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM23;3.745
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM22;3.699
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM21;3.671
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM20;3.655
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM19;3.681
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM18;3.611
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM17;3.651
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM16;3.697
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM15;3.880
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM14;3.823
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM13;3.914
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM12;4.130
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM11;4.073
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM10;4.353
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM09;4.340
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM08;4.180
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM07;4.392
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM06;4.342
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM05;4.277
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM04;4.291
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM03;4.350
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM02;4.265
Total Nacional;;Hombres;Todas las edades;Dato base;2013SM01;4.132
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM52;4.018
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM51;3.988
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM50;4.193
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM49;4.043
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM48;3.810
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM47;3.815
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM46;3.777
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM45;3.833
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM44;3.784
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM43;3.418
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM42;3.678
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM41;3.544
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM40;3.520
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM39;3.375
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM38;3.476
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM37;3.434
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM36;3.497
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM35;3.390
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM34;3.545
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM33;3.518
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM32;3.669
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM31;3.561
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM30;3.480
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM29;3.455
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM28;3.513
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM27;3.344
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM26;3.727
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM25;3.510
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM24;3.353
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM23;3.515
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM22;3.692
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM21;3.698
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM20;3.758
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM19;3.945
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM18;3.758
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM17;3.918
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM16;3.951
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM15;3.882
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM14;4.035
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM13;4.189
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM12;4.052
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM11;4.573
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM10;4.640
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM09;5.161
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM08;5.311
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM07;5.403
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM06;5.064
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM05;4.633
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM04;4.560
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM03;4.656
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM02;4.606
Total Nacional;;Hombres;Todas las edades;Dato base;2012SM01;4.425
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM52;4.476
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM51;4.354
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM50;4.148
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM49;4.025
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM48;3.971
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM47;3.744
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM46;3.789
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM45;3.737
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM44;3.818
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM43;3.824
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM42;3.684
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM41;3.715
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM40;3.536
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM39;3.522
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM38;3.276
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM37;3.503
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM36;3.468
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM35;3.371
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM34;3.462
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM33;3.620
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM32;3.528
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM31;3.551
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM30;3.528
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM29;3.489
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM28;3.507
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM27;3.541
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM26;3.924
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM25;3.645
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM24;3.568
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM23;3.512
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM22;3.493
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM21;3.721
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM20;3.697
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM19;3.682
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM18;3.589
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM17;3.656
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM16;3.626
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM15;3.601
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM14;3.881
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM13;3.902
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM12;3.953
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM11;4.095
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM10;4.130
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM09;4.133
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM08;4.152
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM07;4.349
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM06;4.500
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM05;4.534
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM04;4.531
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM03;4.271
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM02;4.276
Total Nacional;;Hombres;Todas las edades;Dato base;2011SM01;4.593
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM52;4.484
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM51;4.061
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM50;4.034
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM49;4.058
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM48;4.001
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM47;4.049
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM46;3.817
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM45;3.771
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM44;3.816
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM43;3.761
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM42;3.654
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM41;3.513
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM40;3.695
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM39;3.548
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM38;3.503
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM37;3.312
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM36;3.440
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM35;3.395
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM34;3.543
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM33;3.471
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM32;3.548
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM31;3.484
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM30;3.476
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM29;3.570
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM28;3.697
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM27;3.764
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM26;3.690
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM25;3.632
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM24;3.407
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM23;3.440
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM22;3.605
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM21;3.758
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM20;3.867
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM19;3.663
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM18;3.605
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM17;3.798
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM16;3.700
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM15;3.891
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM14;3.717
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM13;3.840
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM12;3.966
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM11;3.996
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM10;3.921
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM09;3.824
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM08;4.121
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM07;4.294
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM06;4.127
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM05;4.196
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM04;4.252
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM03;4.229
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM02;4.409
Total Nacional;;Hombres;Todas las edades;Dato base;2010SM01;4.207
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM52;5.341
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM51;4.791
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM50;4.511
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM49;4.141
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM48;4.227
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM47;4.047
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM46;4.102
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM45;3.924
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM44;3.693
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM43;3.733
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM42;3.728
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM41;3.717
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM40;3.763
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM39;3.568
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM38;3.595
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM37;3.639
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM36;3.724
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM35;3.935
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM34;4.376
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM33;3.937
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM32;3.818
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM31;3.742
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM30;3.620
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM29;3.804
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM28;3.682
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM27;3.656
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM26;3.781
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM25;3.669
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM24;3.746
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM23;3.803
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM22;3.680
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM21;3.819
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM20;3.660
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM19;3.705
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM18;3.700
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM17;4.012
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM16;3.932
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM15;4.011
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM14;4.023
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM13;4.118
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM12;4.128
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM11;4.443
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM10;4.922
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM09;4.870
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM08;4.792
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM07;4.887
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM06;5.175
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM05;5.116
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM04;4.899
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM03;4.922
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM02;5.089
Total Nacional;;Mujeres;Todas las edades;Dato base;2023SM01;4.960
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM52;4.104
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM51;4.999
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM50;4.816
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM49;4.677
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM48;4.371
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM47;4.296
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM46;4.145
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM45;4.052
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM44;3.769
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM43;3.855
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM42;4.068
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM41;3.936
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM40;3.919
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM39;3.644
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM38;3.646
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM37;3.790
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM36;3.686
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM35;3.858
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM34;4.133
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM33;4.013
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM32;4.669
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM31;4.847
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM30;5.151
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM29;5.796
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM28;5.504
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM27;4.466
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM26;4.257
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM25;4.188
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM24;4.704
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM23;4.088
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM22;4.003
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM21;4.143
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM20;4.520
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM19;4.397
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM18;4.203
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM17;4.184
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM16;4.154
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM15;4.245
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM14;4.333
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM13;4.115
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM12;4.193
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM11;4.232
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM10;4.181
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM09;4.341
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM08;4.414
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM07;4.542
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM06;4.973
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM05;5.273
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM04;5.308
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM03;5.268
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM02;5.319
Total Nacional;;Mujeres;Todas las edades;Dato base;2022SM01;4.885
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM52;4.959
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM51;4.794
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM50;4.664
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM49;4.329
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM48;4.719
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM47;4.354
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM46;4.403
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM45;4.418
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM44;3.862
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM43;4.088
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM42;3.919
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM41;3.697
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM40;3.644
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM39;3.678
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM38;3.595
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM37;3.665
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM36;3.910
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM35;3.878
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM34;4.084
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM33;4.375
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM32;4.293
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM31;4.249
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM30;4.150
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM29;4.139
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM28;3.738
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM27;3.760
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM26;3.655
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM25;3.551
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM24;3.923
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM23;3.843
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM22;3.619
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM21;3.604
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM20;3.678
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM19;3.732
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM18;3.924
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM17;3.810
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM16;3.919
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM15;3.910
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM14;3.953
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM13;3.988
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM12;3.879
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM11;3.876
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM10;3.892
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM09;4.052
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM08;4.249
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM07;4.525
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM06;4.953
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM05;5.567
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM04;6.098
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM03;6.328
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM02;5.755
Total Nacional;;Mujeres;Todas las edades;Dato base;2021SM01;5.124
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM53;4.596
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM52;4.292
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM51;4.556
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM50;4.641
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM49;4.680
Total Nacional;;Mujeres;Todas las edades;Dato base;2020SM48;4.546
